"ORDER
NUMBER","QUANTITY
ORDERED", PRICEEACH , SALES AMOUNT ,STATUS,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,COMPANY_NAME,CITY,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10292,21,100,"2,215",Shipped,9,2004,Trucks and Buses,S12_4473,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Small
10305,38,100,"4,773",Shipped,10,2004,Trucks and Buses,S12_4473,Marta's Replicas Co.,Cambridge,USA,NA,Hernandez,Marta,Medium
10314,45,100,"6,186",Shipped,10,2004,Trucks and Buses,S12_4473,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10324,26,58,"1,518",Shipped,11,2004,Trucks and Buses,S12_4473,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Small
10336,38,100,"6,373",Shipped,11,2004,Trucks and Buses,S12_4473,"La Corne D'abondance, Co.",Paris,France,EMEA,Bertrand,Marie,Medium
10349,48,100,"5,233",Shipped,12,2004,Trucks and Buses,S12_4473,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10358,42,64,"2,695",Shipped,12,2004,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10371,49,36,"1,750",Shipped,1,2005,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10382,32,67,"2,131",Shipped,2,2005,Trucks and Buses,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10412,54,100,"5,951",Shipped,5,2005,Trucks and Buses,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10425,33,100,"4,693",In Process,5,2005,Trucks and Buses,S12_4473,La Rochelle Gifts,Nantes,France,EMEA,Labrune,Janine,Medium
10108,36,100,"3,731",Shipped,3,2003,Classic Cars,S12_4675,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Arnold,Medium
10122,20,100,"2,142",Shipped,5,2003,Classic Cars,S12_4675,Marseille Mini Autos,Marseille,France,EMEA,Lebihan,Laurence,Small
10135,29,98,"2,839",Shipped,7,2003,Classic Cars,S12_4675,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10147,33,98,"3,230",Shipped,9,2003,Classic Cars,S12_4675,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Medium
10160,50,100,"5,182",Shipped,10,2003,Classic Cars,S12_4675,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Chandler,Michael,Medium
10170,41,100,"4,391",Shipped,11,2003,Classic Cars,S12_4675,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Medium
10181,36,100,"4,477",Shipped,11,2003,Classic Cars,S12_4675,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Medium
10192,27,100,"3,545",Shipped,11,2003,Classic Cars,S12_4675,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10203,47,100,"5,196",Shipped,12,2003,Classic Cars,S12_4675,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10212,33,100,"4,180",Shipped,1,2004,Classic Cars,S12_4675,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10225,21,100,"2,684",Shipped,2,2004,Classic Cars,S12_4675,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Small
10239,21,93,"1,959",Shipped,4,2004,Classic Cars,S12_4675,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Koskitalo,Pirkko,Small
10253,41,100,"4,911",Cancelled,6,2004,Classic Cars,S12_4675,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Medium
10266,40,100,"4,468",Shipped,7,2004,Classic Cars,S12_4675,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Medium
10277,28,100,"3,128",Shipped,8,2004,Classic Cars,S12_4675,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10287,23,100,"2,675",Shipped,8,2004,Classic Cars,S12_4675,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Small
10300,23,100,"2,808",Shipped,10,2003,Classic Cars,S12_4675,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Keitel,Roland,Small
10310,25,100,"2,505",Shipped,10,2004,Classic Cars,S12_4675,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Small
10321,24,100,"2,985",Shipped,11,2004,Classic Cars,S12_4675,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,Small
10329,39,65,"2,525",Shipped,11,2004,Classic Cars,S12_4675,Land of Toys Inc.,NYC,USA,NA,Yu,Kwai,Small
10341,55,75,"4,136",Shipped,11,2004,Classic Cars,S12_4675,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10363,46,88,"4,069",Shipped,1,2005,Classic Cars,S12_4675,Suominen Souveniers,Espoo,Finland,EMEA,Suominen,Kalle,Medium
10377,50,100,"5,182",Shipped,2,2005,Classic Cars,S12_4675,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Medium
10389,47,100,"5,244",Shipped,3,2005,Classic Cars,S12_4675,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10405,97,93,"9,048",Shipped,4,2005,Classic Cars,S12_4675,Mini Caravy,Strasbourg,France,EMEA,Citeaux,Frederique,Large
10419,32,100,"3,833",Shipped,5,2005,Classic Cars,S12_4675,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10103,35,100,"3,920",Shipped,1,2003,Trucks and Buses,S18_1097,Baane Mini Imports,Stavern,Norway,EMEA,Bergulfsen,Jonas,Medium
10113,49,100,"4,917",Shipped,3,2003,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10126,38,100,"3,857",Shipped,5,2003,Trucks and Buses,S18_1097,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Medium
10140,32,100,"4,181",Shipped,7,2003,Trucks and Buses,S18_1097,Technics Stores Inc.,Burlingame,USA,NA,Hirano,Juri,Medium
10150,34,100,"4,641",Shipped,9,2003,Trucks and Buses,S18_1097,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Natividad,Eric,Medium
10164,36,99,"3,570",Resolved,10,2003,Trucks and Buses,S18_1097,Mini Auto Werke,Graz,Austria,EMEA,Mendel,Roland,Medium
10174,48,93,"4,480",Shipped,11,2003,Trucks and Buses,S18_1097,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Calaghan,Tony,Medium
10183,21,97,"2,034",Shipped,11,2003,Trucks and Buses,S18_1097,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Cervantes,Francisca,Small
10194,21,93,"1,960",Shipped,11,2003,Trucks and Buses,S18_1097,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Small
10206,34,100,"3,967",Shipped,12,2003,Trucks and Buses,S18_1097,Canadian Gift Exchange Network,Vancouver,Canada,NA,Tannamuri,Yoshi,Medium
10215,46,100,"5,152",Shipped,1,2004,Trucks and Buses,S18_1097,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Medium
10228,32,100,"3,360",Shipped,3,2004,Trucks and Buses,S18_1097,Cambridge Collectables Co.,Cambridge,USA,NA,Tseng,Kyung,Medium
10245,29,100,"3,451",Shipped,5,2004,Trucks and Buses,S18_1097,Super Scale Inc.,New Haven,USA,NA,Murphy,Leslie,Medium
10258,41,100,"5,453",Shipped,6,2004,Trucks and Buses,S18_1097,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Shimamura,Akiko,Medium
10270,43,97,"4,164",Shipped,7,2004,Trucks and Buses,S18_1097,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10280,24,100,"2,800",Shipped,8,2004,Trucks and Buses,S18_1097,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Small
10291,41,100,"4,688",Shipped,9,2004,Trucks and Buses,S18_1097,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10304,46,98,"4,508",Shipped,10,2004,Trucks and Buses,S18_1097,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Medium
10312,32,100,"4,181",Shipped,10,2004,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10322,22,100,"2,251",Shipped,11,2004,Trucks and Buses,S18_1097,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Small
10333,29,40,"1,167",Shipped,11,2004,Trucks and Buses,S18_1097,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Small
10347,42,50,"2,083",Shipped,11,2004,Trucks and Buses,S18_1097,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Small
10357,39,98,"3,822",Shipped,12,2004,Trucks and Buses,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10370,27,100,"3,911",Shipped,1,2005,Trucks and Buses,S18_1097,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10381,48,98,"4,704",Shipped,2,2005,Trucks and Buses,S18_1097,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Medium
10391,29,85,"2,468",Shipped,3,2005,Trucks and Buses,S18_1097,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10411,27,100,"3,213",Shipped,5,2005,Trucks and Buses,S18_1097,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Jean,Medium
10424,54,100,"7,182",In Process,5,2005,Trucks and Buses,S18_1097,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Large
10109,26,100,"4,379",Shipped,3,2003,Classic Cars,S18_1129,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Rosa,Medium
10122,34,100,"5,005",Shipped,5,2003,Classic Cars,S18_1129,Marseille Mini Autos,Marseille,France,EMEA,Lebihan,Laurence,Medium
10136,25,100,"3,645",Shipped,7,2003,Classic Cars,S18_1129,Alpha Cognac,Toulouse,France,EMEA,Roulet,Annette,Medium
10148,23,100,"2,702",Shipped,9,2003,Classic Cars,S18_1129,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Small
10161,28,100,"3,765",Shipped,10,2003,Classic Cars,S18_1129,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10171,35,100,"4,508",Shipped,11,2003,Classic Cars,S18_1129,Quebec Home Shopping Network,Montreal,Canada,NA,Fresnisre,Jean,Medium
10181,44,100,"5,418",Shipped,11,2003,Classic Cars,S18_1129,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Medium
10192,22,100,"3,301",Shipped,11,2003,Classic Cars,S18_1129,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10204,42,100,"6,182",Shipped,12,2003,Classic Cars,S18_1129,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10212,29,100,"4,187",Shipped,1,2004,Classic Cars,S18_1129,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10225,32,100,"4,529",Shipped,2,2004,Classic Cars,S18_1129,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Medium
10240,41,100,"5,629",Shipped,4,2004,Classic Cars,S18_1129,Osaka Souveniers Co.,Osaka,Japan,Japan,Kentary,Mory,Medium
10253,26,100,"3,054",Cancelled,6,2004,Classic Cars,S18_1129,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Medium
10266,21,100,"2,527",Shipped,7,2004,Classic Cars,S18_1129,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Small
10278,34,100,"4,668",Shipped,8,2004,Classic Cars,S18_1129,Signal Gift Stores,Las Vegas,USA,NA,King,Sue,Medium
10287,41,100,"6,499",Shipped,8,2004,Classic Cars,S18_1129,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Holz,Michael,Medium
10301,37,100,"5,918",Shipped,10,2003,Classic Cars,S18_1129,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Klaeboe,Jan,Medium
10310,37,100,"6,232",Shipped,10,2004,Classic Cars,S18_1129,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Pfalzheim,Henriette,Medium
10321,41,100,"5,803",Shipped,11,2004,Classic Cars,S18_1129,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,Medium
10331,46,100,"6,434",Shipped,11,2004,Classic Cars,S18_1129,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Rosa,Medium
10342,40,100,"6,454",Shipped,11,2004,Classic Cars,S18_1129,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10356,43,98,"4,197",Shipped,12,2004,Classic Cars,S18_1129,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Medium
10365,30,87,"2,612",Shipped,1,2005,Classic Cars,S18_1129,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Small
10377,35,100,"5,895",Shipped,2,2005,Classic Cars,S18_1129,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Medium
10390,36,94,"3,376",Shipped,3,2005,Classic Cars,S18_1129,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10406,61,100,"8,375",Disputed,4,2005,Classic Cars,S18_1129,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Large
10419,38,100,"4,464",Shipped,5,2005,Classic Cars,S18_1129,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10102,39,100,"4,808",Shipped,1,2003,Vintage Cars,S18_1342,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Medium
10111,33,100,"3,289",Shipped,3,2003,Vintage Cars,S18_1342,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Medium
10125,32,100,"3,255",Shipped,5,2003,Vintage Cars,S18_1342,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Medium
10139,31,100,"3,185",Shipped,7,2003,Vintage Cars,S18_1342,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Medium
10149,50,100,"5,908",Shipped,9,2003,Vintage Cars,S18_1342,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Sue,Medium
10162,48,91,"4,389",Shipped,10,2003,Vintage Cars,S18_1342,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Medium
10173,43,100,"5,036",Shipped,11,2003,Vintage Cars,S18_1342,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Medium
10182,25,87,"2,183",Shipped,11,2003,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10193,28,100,"3,107",Shipped,11,2003,Vintage Cars,S18_1342,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Medium
10205,36,100,"3,736",Shipped,12,2003,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10215,27,89,"2,413",Shipped,1,2004,Vintage Cars,S18_1342,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Small
10227,25,100,"2,954",Shipped,3,2004,Vintage Cars,S18_1342,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Small
10244,40,100,"4,685",Shipped,4,2004,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10256,34,96,"3,249",Shipped,6,2004,Vintage Cars,S18_1342,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Medium
10280,50,100,"5,240",Shipped,8,2004,Vintage Cars,S18_1342,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Medium
10289,38,100,"4,568",Shipped,9,2004,Vintage Cars,S18_1342,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Medium
10304,37,96,"3,535",Shipped,10,2004,Vintage Cars,S18_1342,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Medium
10312,43,89,"3,843",Shipped,10,2004,Vintage Cars,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Medium
10322,43,86,"3,711",Shipped,11,2004,Vintage Cars,S18_1342,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10332,46,95,"4,376",Shipped,11,2004,Vintage Cars,S18_1342,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10346,42,36,"1,517",Shipped,11,2004,Vintage Cars,S18_1342,Signal Gift Stores,Las Vegas,USA,NA,King,Sue,Small
10356,50,50,"2,509",Shipped,12,2004,Vintage Cars,S18_1342,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Small
10369,44,100,"9,240",Shipped,1,2005,Vintage Cars,S18_1342,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Large
10380,27,93,"2,515",Shipped,2,2005,Vintage Cars,S18_1342,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10391,35,100,"5,549",Shipped,3,2005,Vintage Cars,S18_1342,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10422,51,96,"4,873",In Process,5,2005,Vintage Cars,S18_1342,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Medium
10102,41,50,"2,056",Shipped,1,2003,Vintage Cars,S18_1367,Vitachrome Inc.,NYC,USA,NA,Frick,Michael,Small
10111,48,49,"2,355",Shipped,3,2003,Vintage Cars,S18_1367,Mini Wheels Co.,San Francisco,USA,NA,Murphy,Julie,Small
10126,42,55,"2,310",Shipped,5,2003,Vintage Cars,S18_1367,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Sommer,Mart¡n,Small
10139,49,43,"2,113",Shipped,7,2003,Vintage Cars,S18_1367,Souveniers And Things Co.,Chatswood,Australia,APAC,Huxley,Adrian,Small
10149,30,58,"1,747",Shipped,9,2003,Vintage Cars,S18_1367,Signal Collectibles Ltd.,Brisbane,USA,NA,Taylor,Sue,Small
10162,45,51,"2,304",Shipped,10,2003,Vintage Cars,S18_1367,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Small
10173,48,44,"2,122",Shipped,11,2003,Vintage Cars,S18_1367,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Small
10182,32,54,"1,742",Shipped,11,2003,Vintage Cars,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10193,46,53,"2,455",Shipped,11,2003,Vintage Cars,S18_1367,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Connery,Sean,Small
10205,48,64,"3,053",Shipped,12,2003,Vintage Cars,S18_1367,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10215,33,43,"1,423",Shipped,1,2004,Vintage Cars,S18_1367,West Coast Collectables Co.,Burbank,USA,NA,Thompson,Steve,Small
10227,31,49,"1,504",Shipped,3,2004,Vintage Cars,S18_1367,"Saveley & Henriot, Co.",Lyon,France,EMEA,Saveley,Mary,Small
10244,20,58,"1,164",Shipped,4,2004,Vintage Cars,S18_1367,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10256,29,52,"1,501",Shipped,6,2004,Vintage Cars,S18_1367,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Petersen,Jytte,Small
10280,27,58,"1,557",Shipped,8,2004,Vintage Cars,S18_1367,Amica Models & Co.,Torino,Italy,EMEA,Accorti,Paolo,Small
10289,24,56,"1,346",Shipped,9,2004,Vintage Cars,S18_1367,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Small
10304,37,49,"1,795",Shipped,10,2004,Vintage Cars,S18_1367,Auto Assoc. & Cie.,Versailles,France,EMEA,Tonini,Daniel,Small
10312,25,44,"1,105",Shipped,10,2004,Vintage Cars,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Nelson,Valarie,Small
10322,41,58,"2,365",Shipped,11,2004,Vintage Cars,S18_1367,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Small
10332,27,90,"2,427",Shipped,11,2004,Vintage Cars,S18_1367,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Small
10347,21,59,"1,238",Shipped,11,2004,Vintage Cars,S18_1367,"Australian Collectors, Co.",Melbourne,Australia,APAC,Ferguson,Peter,Small
10356,22,72,"1,593",Shipped,12,2004,Vintage Cars,S18_1367,Lyon Souveniers,Paris,France,EMEA,Da Cunha,Daniel,Small
10369,32,99,"3,156",Shipped,1,2005,Vintage Cars,S18_1367,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Medium
10381,25,53,"1,321",Shipped,2,2005,Vintage Cars,S18_1367,Corporate Gift Ideas Co.,San Francisco,USA,NA,Brown,Julie,Small
10391,42,100,"4,998",Shipped,3,2005,Vintage Cars,S18_1367,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10422,25,52,"1,294",In Process,5,2005,Vintage Cars,S18_1367,Diecast Classics Inc.,Allentown,USA,NA,Yu,Kyung,Small
10110,37,100,"5,433",Shipped,3,2003,Classic Cars,S18_1589,"AV Stores, Co.",Manchester,UK,EMEA,Ashworth,Victoria,Medium
10123,26,100,"3,074",Shipped,5,2003,Classic Cars,S18_1589,Atelier graphique,Nantes,France,EMEA,Schmitt,Carine,Medium
10137,44,100,"4,380",Shipped,7,2003,Classic Cars,S18_1589,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Medium
10148,47,100,"5,849",Shipped,9,2003,Classic Cars,S18_1589,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,O'Hara,Anna,Medium
10161,43,100,"6,154",Shipped,10,2003,Classic Cars,S18_1589,Heintze Collectables,Aaarhus,Denmark,EMEA,Ibsen,Palle,Medium
10172,42,100,"4,965",Shipped,11,2003,Classic Cars,S18_1589,Gift Depot Inc.,Bridgewater,USA,NA,King,Julie,Medium
10181,42,100,"5,436",Shipped,11,2003,Classic Cars,S18_1589,Herkku Gifts,Bergen,Norway,EMEA,Oeztan,Veysel,Medium
10192,29,100,"4,258",Shipped,11,2003,Classic Cars,S18_1589,Online Diecast Creations Co.,Nashua,USA,NA,Young,Valarie,Medium
10204,40,100,"4,032",Shipped,12,2003,Classic Cars,S18_1589,Muscle Machine Inc,NYC,USA,NA,Young,Jeff,Medium
10212,38,100,"4,492",Shipped,1,2004,Classic Cars,S18_1589,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10226,38,100,"4,161",Shipped,2,2004,Classic Cars,S18_1589,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Valarie,Medium
10241,21,100,"2,509",Shipped,4,2004,Classic Cars,S18_1589,Mini Caravy,Strasbourg,France,EMEA,Citeaux,Frederique,Small
10253,24,100,"3,375",Cancelled,6,2004,Classic Cars,S18_1589,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Devon,Elizabeth,Medium
10266,36,100,"5,197",Shipped,7,2004,Classic Cars,S18_1589,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Moroni,Maurizio,Medium
10278,23,100,"2,605",Shipped,8,2004,Classic Cars,S18_1589,Signal Gift Stores,Las Vegas,USA,NA,King,Sue,Small
10288,20,100,"2,937",Shipped,9,2004,Classic Cars,S18_1589,Handji Gifts& Co,Singapore,Singapore,APAC,Victorino,Wendy,Small
10301,32,100,"3,425",Shipped,10,2003,Classic Cars,S18_1589,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Klaeboe,Jan,Medium
10311,29,100,"2,923",Shipped,10,2004,Classic Cars,S18_1589,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10321,44,100,"4,490",Shipped,11,2004,Classic Cars,S18_1589,FunGiftIdeas.com,New Bedford,USA,NA,Benitez,Violeta,Medium
10331,44,100,"4,849",Shipped,11,2004,Classic Cars,S18_1589,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Hernandez,Rosa,Medium
10343,36,100,"5,849",Shipped,11,2004,Classic Cars,S18_1589,Reims Collectables,Reims,France,EMEA,Henriot,Paul,Medium
10367,49,56,"2,759",Resolved,1,2005,Classic Cars,S18_1589,Toys4GrownUps.com,Pasadena,USA,NA,Young,Julie,Small
10378,34,43,"1,450",Shipped,2,2005,Classic Cars,S18_1589,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Small
10407,59,100,"7,048",On Hold,4,2005,Classic Cars,S18_1589,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Large
10419,37,100,"5,203",Shipped,5,2005,Classic Cars,S18_1589,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10106,36,100,"5,279",Shipped,2,2003,Planes,S18_1662,Rovelli Gifts,Bergamo,Italy,EMEA,Rovelli,Giovanni,Medium
10119,43,100,"6,916",Shipped,4,2003,Planes,S18_1662,Salzburg Collectables,Salzburg,Austria,EMEA,Pipps,Georg,Medium
10131,21,100,"2,782",Shipped,6,2003,Planes,S18_1662,Gift Ideas Corp.,Glendale,USA,NA,Lewis,Dan,Small
10143,32,100,"5,248",Shipped,8,2003,Planes,S18_1662,Mini Creations Ltd.,New Bedford,USA,NA,Tam,Wing C,Medium
10155,38,100,"6,531",Shipped,10,2003,Planes,S18_1662,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Karttunen,Matti,Medium
10167,43,100,"5,764",Cancelled,10,2003,Planes,S18_1662,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Larsson,Maria,Medium
10178,42,100,"6,491",Shipped,11,2003,Planes,S18_1662,Alpha Cognac,Toulouse,France,EMEA,Roulet,Annette,Medium
10186,32,100,"6,005",Shipped,11,2003,Planes,S18_1662,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Hardy,Thomas,Medium
10198,42,100,"7,484",Shipped,11,2003,Planes,S18_1662,Cruz & Sons Co.,Makati City,Philippines,Japan,Cruz,Arnold,Large
10210,31,100,"5,720",Shipped,1,2004,Planes,S18_1662,Osaka Souveniers Co.,Osaka,Japan,Japan,Kentary,Mory,Medium
10222,49,100,"6,954",Shipped,2,2004,Planes,S18_1662,Collectable Mini Designs Co.,San Diego,USA,NA,Thompson,Valarie,Medium
10250,45,100,"8,160",Shipped,5,2004,Planes,S18_1662,The Sharp Gifts Warehouse,San Jose,USA,NA,Frick,Sue,Large
10262,49,100,"6,568",Cancelled,6,2004,Planes,S18_1662,Euro Shopping Channel,Madrid,Spain,EMEA,Freyre,Diego,Medium
10274,41,100,"6,724",Shipped,7,2004,Planes,S18_1662,Collectables For Less Inc.,Brickhaven,USA,NA,Nelson,Allen,Medium
10284,45,100,"5,748",Shipped,8,2004,Planes,S18_1662,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Klaeboe,Jan,Medium
10296,36,100,"5,677",Shipped,9,2004,Planes,S18_1662,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Donnermeyer,Michael,Medium
